"","study","variable","subsample","percentage","n","comment","value","mean","sd","median","moment","minimum","maximum","qualitative","size","recruitmentSetting","year","startyear","endyear","geography","descent","samplingMethod","samplingAselect","dependent","datatype","specifiesSubsample","frequency","depVarValue","depVarName","period","varType","intensitySpecification","specificationUnits","specificationTimeframe","aboutBinging","aboutAlcoholism","labels","recodeToCategory","gramsAlcoholSpecifiedByAuthors_mean","gramsAlcoholSpecifiedByAuthors_sd","gramsInOneUnitToUse","gramsAlcoholFromUnits_mean","gramsAlcoholFromUnits_sd","gramsAlcohol_mean","gramsAlcohol_sd","timeframeForGrams","gramTimeframeMultiplier","gramsAlcohol_mean_perday","gramsAlcohol_sd_perday","alcoholGrams_ci.lb","alcoholGrams_ci.ub"
"409","May2008a.r","Smoking during third trimester","Case mothers FAS","10",49,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.9,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","May2008a.r","Smoking during third trimester","Case mothers FAS","14",49,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.86,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","May2008a.r","Smoking during third trimester","Case mothers FAS","4",49,"extracted from Table 4, page 746",5,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.96,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","May2008a.r","Smoking during third trimester","Case mothers pFAS","40",15,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","May2008a.r","Smoking during third trimester","Case mothers pFAS","0",15,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","May2008a.r","Smoking during third trimester","Case mothers pFAS","20",15,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","May2008a.r","Smoking during third trimester","Case mothers pFAS","26.7",15,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.005,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","May2008a.r","Smoking during third trimester","Case mothers pFAS","13.3",15,"extracted from Table 4, page 746",5,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.995,NA,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","May2008a.r","Smoking during third trimester","Control mothers","23.5",133,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,31.255,0,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","May2008a.r","Smoking during third trimester","Control mothers","9.1",133,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,12.103,0,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","May2008a.r","Smoking during third trimester","Control mothers","0",133,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,0,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","May2008a.r","Smoking during third trimester","Control mothers","62.4",133,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,82.992,0,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","May2008a.r","Smoking during third trimester","Control mothers","4.5",133,"extracted from Table 4, page 746",5,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,5.985,0,NA,"3rd","units","any day","NA","NA","FALSE","FALSE","smoked about the same | smoked less | smoked more | did not smoke | stopped during trimester","Smoking third trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","May2008a.r","Drinks before a day","Case mothers FAS",NA,43,"extracted from Table 4, page 745",NA,5.7,4,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"before","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption before",NA,NA,"12.389",70.6173,49.556,70.6173,49.556,"day",1,70.6173,49.556,55.3662143063654,85.8683856936346
"423","May2008a.r","Drinks before a day","Case mothers pFAS",NA,11,"extracted from Table 4, page 745",NA,3.5,1.4,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"before","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption before",NA,NA,"12.389",43.3615,17.3446,43.3615,17.3446,"day",1,43.3615,17.3446,31.7092391700917,55.0137608299083
"424","May2008a.r","Drinks before a day","Control mothers",NA,31,"extracted from Table 4, page 745",NA,3.7,2.8,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"before","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption before",NA,NA,"12.389",45.8393,34.6892,45.8393,34.6892,"day",1,45.8393,34.6892,33.1151987136598,58.5634012863403
"425","May2008a.r","Binge during","Case mothers FAS","81.4",43,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,35.002,NA,NA,"before","units","any day","NA","NA","TRUE","FALSE",NA,"Binge during",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","May2008a.r","Binge during","Case mothers pFAS","72.7",11,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,7.997,NA,NA,"before","units","any day","NA","NA","TRUE","FALSE",NA,"Binge during",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","May2008a.r","Binge during","Control mothers","50",31,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,15.5,0,NA,"before","units","any day","NA","NA","TRUE","FALSE",NA,"Binge during",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","May2008a.r","Drinks during first trimester a day","Case mothers FAS",NA,43,"extracted from Table 4, page 745",NA,5.7,3.8,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"1st","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption first trimester",NA,NA,"12.389",70.6173,47.0782,70.6173,47.0782,"day",1,70.6173,47.0782,56.1287685910471,85.1058314089529
"429","May2008a.r","Drinks during first trimester a day","Case mothers pFAS",NA,11,"extracted from Table 4, page 745",NA,3.9,1.4,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"1st","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption first trimester",NA,NA,"12.389",48.3171,17.3446,48.3171,17.3446,"day",1,48.3171,17.3446,36.6648391700917,59.9693608299083
"430","May2008a.r","Drinks during first trimester a day","Control mothers",NA,31,"extracted from Table 4, page 745",NA,3.8,3.4,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"1st","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption first trimester",NA,NA,"12.389",47.0782,42.1226,47.0782,42.1226,"day",1,47.0782,42.1226,31.6275055808726,62.5288944191275
"431","May2008a.r","Drinks during second trimester a day","Case mothers FAS",NA,43,"extracted from Table 4, page 745",NA,5.7,3.7,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"2nd","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption second trimester",NA,NA,"12.389",70.6173,45.8393,70.6173,45.8393,"day",1,70.6173,45.8393,56.510045733388,84.724554266612
"432","May2008a.r","Drinks during second trimester a day","Case mothers pFAS",NA,11,"extracted from Table 4, page 745",NA,3.2,1.9,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"2nd","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption second trimester",NA,NA,"12.389",39.6448,23.5391,39.6448,23.5391,"day",1,39.6448,23.5391,23.8310174451244,55.4585825548756
"433","May2008a.r","Drinks during second trimester a day","Control mothers",NA,31,"extracted from Table 4, page 745",NA,3.7,3.4,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"2nd","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption second trimester",NA,NA,"12.389",45.8393,42.1226,45.8393,42.1226,"day",1,45.8393,42.1226,30.3886055808726,61.2899944191275
"434","May2008a.r","Drinks during third trimester a day","Case mothers FAS",NA,43,"extracted from Table 4, page 745",NA,5.5,3.9,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"3rd","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption third trimester",NA,NA,"12.389",68.1395,48.3171,68.1395,48.3171,"day",1,68.1395,48.3171,53.2696914487062,83.0093085512938
"435","May2008a.r","Drinks during third trimester a day","Case mothers pFAS",NA,11,"extracted from Table 4, page 745",NA,2.7,2,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"3rd","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption third trimester",NA,NA,"12.389",33.4503,24.778,33.4503,24.778,"day",1,33.4503,24.778,16.804213100131,50.096386899869
"436","May2008a.r","Drinks during third trimester a day","Control mothers",NA,31,"extracted from Table 4, page 745",NA,3.7,3.5,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"3rd","units","any day","units","a day","FALSE","FALSE",NA,"Alcohol consumption third trimester",NA,NA,"12.389",45.8393,43.3615,45.8393,43.3615,"day",1,45.8393,43.3615,29.9341733920747,61.7444266079253
"437","May2008a.r","Peak estimated BAC first trimester","Case mothers FAS",NA,43,"extracted from Table 4, page 745",NA,0.197,0.165,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"1st","NA","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption first trimester(BAC)",NA,NA,"10",1.97,1.65,1.97,1.65,NA,NA,NA,NA,NA,NA
"438","May2008a.r","Peak estimated BAC first trimester","Case mothers pFAS",NA,11,"extracted from Table 4, page 745",NA,0.155,0.072,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"1st","NA","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption first trimester(BAC)",NA,NA,"10",1.55,0.72,1.55,0.72,NA,NA,NA,NA,NA,NA
"439","May2008a.r","Peak estimated BAC first trimester","Control mothers",NA,31,"extracted from Table 4, page 745",NA,0.102,0.112,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"1st","NA","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption first trimester(BAC)",NA,NA,"10",1.02,1.12,1.02,1.12,NA,NA,NA,NA,NA,NA
"440","May2008a.r","Peak estimated BAC second trimester","Case mothers FAS",NA,43,"extracted from Table 4, page 745",NA,0.2,0.168,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"2nd","NA","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption second trimester(BAC)",NA,NA,"10",2,1.68,2,1.68,NA,NA,NA,NA,NA,NA
"441","May2008a.r","Peak estimated BAC second trimester","Case mothers pFAS",NA,11,"extracted from Table 4, page 745",NA,0.124,0.094,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"2nd","NA","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption second trimester(BAC)",NA,NA,"10",1.24,0.94,1.24,0.94,NA,NA,NA,NA,NA,NA
"442","May2008a.r","Peak estimated BAC second trimester","Control mothers",NA,31,"extracted from Table 4, page 745",NA,0.084,0.092,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"2nd","NA","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption second trimester(BAC)",NA,NA,"10",0.84,0.92,0.84,0.92,NA,NA,NA,NA,NA,NA
"443","May2008a.r","Peak estimated BAC third trimester","Case mothers FAS",NA,43,"extracted from Table 4, page 745",NA,0.191,0.161,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"3rd","units","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption third trimester(BAC)",NA,NA,"10",1.91,1.61,1.91,1.61,NA,NA,NA,NA,NA,NA
"444","May2008a.r","Peak estimated BAC third trimester","Case mothers pFAS",NA,11,"extracted from Table 4, page 745",NA,0.102,0.117,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"3rd","units","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption third trimester(BAC)",NA,NA,"10",1.02,1.17,1.02,1.17,NA,NA,NA,NA,NA,NA
"445","May2008a.r","Peak estimated BAC third trimester","Control mothers",NA,31,"extracted from Table 4, page 745",NA,0.076,0.094,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"3rd","units","NA","units","NA","FALSE","FALSE",NA,"Alcohol consumption third trimester(BAC)",NA,NA,"10",0.76,0.94,0.76,0.94,NA,NA,NA,NA,NA,NA
"446","May2008a.r","FAS diagnosis","Case mothers FAS","100",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control | FAS",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","May2008a.r","pFAS diagnosis","Case mothers pFAS","100",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control | pFAS",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","May2008a.r","pFAS diagnosis","Case mothers FAS","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control | pFAS",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","May2008a.r","FAS diagnosis","Case mothers pFAS","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control | FAS",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","May2008a.r","FAS diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control | FAS",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","May2008a.r","pFAS diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control | pFAS",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","May2011b.r","Alcohol consumption: during","Case mothers FAS","50",NA,"extracted from Table 2, page 2340",1,NA,NA,NA,NA,NA,NA,NA,8,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4,NA,NA,"during","any","any day","NA","NA","FALSE","FALSE",NA,"Alcohol consumption during",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","May2011b.r","Alcohol consumption: during","Case mothers pFAS","54.8",NA,"extracted from Table 2, page 2340",1,NA,NA,NA,NA,NA,NA,NA,34,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,18.632,NA,NA,"during","any","any day","NA","NA","FALSE","FALSE",NA,"Alcohol consumption during",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","May2011b.r","Alcohol consumption: during","Control mothers","40",NA,"extracted from Table 2, page 2340",1,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,44.8,0,NA,"during","any","any day","NA","NA","FALSE","FALSE",NA,"Alcohol consumption during",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","May2011b.r","Smoking current","Case mothers FASD","34.8",30,"extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,30,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,10.44,NA,NA,"other","any","any day","NA","NA","FALSE","FALSE",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","May2011b.r","Smoking current","Control mothers","57.7",78,"extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,45.006,0,NA,"other","any","any day","NA","NA","FALSE","FALSE",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","May2011b.r","Smoking before","Case mothers FASD","73.9",30,"3 months before pregnancy. Extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,30,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.17,NA,NA,"before","any","any day","NA","NA","FALSE","FALSE",NA,"Smoking before",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","May2011b.r","Smoking before","Control mothers","71.2",78,"3 months before pregnancy. Extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,55.536,0,NA,"before","any","any day","NA","NA","FALSE","FALSE",NA,"Smoking before",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","May2011b.r","Smoking during","Case mothers FASD","31.8",30,"extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,30,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,9.54,NA,NA,"during","any","any day","NA","NA","FALSE","FALSE",NA,"Smoking during",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","May2011b.r","Smoking during","Control mothers","28.8",78,"extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.464,0,NA,"during","any","any day","NA","NA","FALSE","FALSE",NA,"Smoking during",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","May2011b.r","Drinks current a week","Case mothers FAS",NA,NA,"extracted from Table 2, page 2340",NA,10.37,18.92,NA,NA,NA,NA,NA,8,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"current","units","any day","units","per week","FALSE","FALSE",NA,NA,NA,NA,"12",124.44,227.04,124.44,227.04,"week",0.142368240930869,17.7163039014374,32.3232854209446,0,44.7392464157998
"462","May2011b.r","Drinks current a week","Case mothers pFAS",NA,NA,"extracted from Table 2, page 2340",NA,1.78,4.02,NA,NA,NA,NA,NA,34,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"current","units","any day","units","per week","FALSE","FALSE",NA,NA,NA,NA,"12",21.36,48.24,21.36,48.24,"week",0.142368240930869,3.04098562628337,6.86784394250513,0.644681543564912,5.43728965643509
"463","May2011b.r","Drinks current a week","Control mothers",NA,NA,"extracted from Table 2, page 2340",NA,1.52,2.8,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"current","units","any day","units","per week","FALSE","FALSE",NA,NA,NA,NA,"12",18.24,33.6,18.24,33.6,"week",0.142368240930869,2.59679671457906,4.78357289527721,1.70111829693167,3.49247510306833
"464","May2011b.r","Drinks current a day","Case mothers FAS",NA,NA,"extracted from Table 2, page 2340",NA,1.56,2.69,NA,NA,NA,NA,NA,8,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"current","units","drinking day","units","per day","FALSE","FALSE",NA,NA,NA,NA,"12",18.72,32.28,18.72,32.28,"day",1,18.72,32.28,0,45.7067553502071
"465","May2011b.r","Drinks current a day","Case mothers pFAS",NA,NA,"extracted from Table 2, page 2340",NA,0.63,0.53,NA,NA,NA,NA,NA,34,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"current","units","drinking day","units","per day","FALSE","FALSE",NA,NA,NA,NA,"12",7.56,6.36,7.56,6.36,"day",1,7.56,6.36,5.34089109203308,9.77910890796692
"466","May2011b.r","Drinks current a day","Control mothers",NA,NA,"extracted from Table 2, page 2340",NA,0.61,0.52,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"current","units","drinking day","units","per day","FALSE","FALSE",NA,NA,NA,NA,"12",7.32,6.24,7.32,6.24,"day",1,7.32,6.24,6.15161953729015,8.48838046270985
"467","May2011b.r","Consumes alcohol: current","Case mothers FASD","93.3",NA,"extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,30,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,27.99,NA,NA,"current","any","any day","NA","pas 12 months","FALSE","FALSE",NA,NA,NA,NA,"12",NA,NA,NA,NA,"year",0.0027378507871321,NA,NA,NA,NA
"468","May2011b.r","Consumes alcohol: current","Control mothers","97.4",78,"extracted from Table 3, page 2341",1,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,75.972,0,NA,"current","any","any day","NA","pas 12 months","FALSE","FALSE",NA,NA,NA,NA,"12",NA,NA,NA,NA,"year",0.0027378507871321,NA,NA,NA,NA
"469","May2011b.r","Drinks current last month","Case mothers FASD",NA,NA,"extracted from Table 3, page 2341",NA,20.3,46.4,NA,NA,NA,NA,NA,30,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,NA,NA,"current","units","any day","units","last month","FALSE","FALSE",NA,NA,NA,NA,"12",243.6,556.8,243.6,556.8,"month",0.0328542094455852,8.00328542094456,18.2932238193018,1.17248329730944,14.8340875026906
"470","May2011b.r","Drinks current last month","Control mothers",NA,78,"extracted from Table 3, page 2341",NA,8.7,12,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA,"current","units","any day","units","last month","FALSE","FALSE",NA,NA,NA,NA,"12",104.4,144,104.4,144,"month",0.0328542094455852,3.4299794661191,4.73100616016427,2.36330246529607,4.49665653470393
